iyear;imonth;iday;Date;country_txt;provstate;city;latitude;longitude;location;summary;multiple;success;suicide;attacktype1_txt;targtype1_txt;targsubtype1_txt;target1;gname;weaptype1_txt;weapdetail;nkill
1970;12;24;24.12.1970;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;0;0;Bombing/Explosion;Military;.;TUSLO6 DET 30;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1970;12;29;29.12.1970;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;0;0;Armed Assault;Police;Police Security Forces/Officers;Police Officer;Turkish People's Liberation Army;Firearms;Pistol;0
1971;1;7;7.1.1971;Turkey;Malatya;Malatya;38.355879;38.296474;;;0;1;0;Bombing/Explosion;Military;Military Transportation/Vehicle (excluding convoys);U.S. Air Force Truck;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1971;1;11;11.1.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Armed Assault;Business;Bank/Commerce;Bank;Turkish People's Liberation Army;Firearms;Automatic firearm;
1971;1;22;22.1.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;0;0;Bombing/Explosion;Government (Diplomatic);Embassy/Consulate;U.S. Embassy, OSIS Building;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1971;1;22;22.1.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Military;Military Transportation/Vehicle (excluding convoys);U.S. Air Force Car at Hacettepe Univ.;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1971;1;25;25.1.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Facility/Infrastructure Attack;Government (Diplomatic);Diplomatic Personnel (outside of embassy, consulate);Residence, Foreign Service Employee;Turkish People's Liberation Army;Incendiary;"Incendiary; Molotov cocktail";0
1971;1;25;25.1.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Military;.;Tuscog Det 30 NCO Club;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;
1971;1;29;29.1.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Government (General);Government Building/Facility/Office;U.S. Facility;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;
1971;2;2;2.2.1971;Turkey;Izmir;Izmir;38.419723;27.133235;;;0;1;0;Bombing/Explosion;Government (General);Government Building/Facility/Office;U.S. Facility;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;
1971;2;2;2.2.1971;Turkey;Izmir;Izmir;38.419723;27.133235;;;0;1;0;Bombing/Explosion;Military;Military Transportation/Vehicle (excluding convoys);USAF Vehicles;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1971;2;8;8.2.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Military;Military Personnel (soldiers, troops, officers, forces);US Soldier;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1971;2;10;10.2.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Private Citizens & Property;House/Apartment/Residence;Residence US Families;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1971;2;11;11.2.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Government (Diplomatic);Embassy/Consulate;Turkish - US assoc.;Unknown;Explosives/Bombs/Dynamite;Explosive;
1971;2;12;12.2.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Private Citizens & Property;Vehicles/Transportation;Vehicle, US Civilian;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1971;2;15;15.2.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Hostage Taking (Kidnapping);Military;Military Personnel (soldiers, troops, officers, forces);James Finlay, U.S. AF security police, ankara air sta.;Turkish People's Liberation Army;Unknown;;0
1971;2;17;17.2.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Military;.;TUSL 06 DET 29;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1971;2;17;17.2.1971;Turkey;Istanbul;Istanbul;41.011915;28.972531;;;0;1;0;Bombing/Explosion;Educational Institution;School/University/Educational Building;School;Unknown;Explosives/Bombs/Dynamite;Explosive;
1971;2;19;19.2.1971;Turkey;Istanbul;Istanbul;41.011915;28.972531;;;0;1;0;Bombing/Explosion;Military;Military Maritime;U.S. Army Passenger Boat;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1971;2;20;20.2.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;0;0;Bombing/Explosion;Government (Diplomatic);Embassy/Consulate;USIS Office;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;"Explosive; Plastic explosive";0
1971;2;21;21.2.1971;Turkey;Ankara;ANkara;39.918392;32.865597;;;0;1;0;Armed Assault;Government (Diplomatic);Diplomatic Personnel (outside of embassy, consulate);Vehicle, USSR Diplomat;Unknown;Incendiary;Incendiary;0
1971;3;4;4.3.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Hostage Taking (Kidnapping);Military;Military Personnel (soldiers, troops, officers, forces);James Sixton, USAF Airmen *;Turkish People's Liberation Army;Unknown;;0
1971;3;14;14.3.1971;Turkey;Istanbul;Istanbul;41.011915;28.972531;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Bank;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;
1971;3;14;14.3.1971;Turkey;Istanbul;Istanbul;41.011915;28.972531;;;0;1;0;Bombing/Explosion;Journalists & Media;Newspaper Journalist/Staff/Facility;Newspaper;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;
1971;3;27;27.3.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Armed Assault;Private Citizens & Property;Vehicles/Transportation;Vehicle, US Civilian;Unknown;Incendiary;Incendiary;0
1971;3;30;30.3.1971;Turkey;Izmir;Izmir;38.419723;27.133235;;;0;1;0;Bombing/Explosion;Educational Institution;School/University/Educational Building;US School Playground;Unknown;Explosives/Bombs/Dynamite;Explosive;
1971;4;6;6.4.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;0;0;Bombing/Explosion;Government (General);Government Personnel (excluding police, military);Cento Secretariat;RYF;Explosives/Bombs/Dynamite;Explosive;0
1971;4;6;6.4.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Military;Military Barracks/Base/Headquarters/Checkpost;Officers Open Mess;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;
1971;4;6;6.4.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Military;.;US Element Cento;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1971;4;11;11.4.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Military;Military Personnel (soldiers, troops, officers, forces);Home, Turkish General Staff Officer;RYF;Explosives/Bombs/Dynamite;Explosive;
1971;5;4;4.5.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Military;Military Barracks/Base/Headquarters/Checkpost;Airmens BIllet, Tuslog Det 30;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1971;5;14;14.5.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Government (Diplomatic);Embassy/Consulate;US Consulate;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1971;5;17;17.5.1971;Turkey;Istanbul;Istanbul;41.011915;28.972531;;;0;1;0;Hostage Taking (Kidnapping);Government (Diplomatic);Diplomatic Personnel (outside of embassy, consulate);Ephraim Elrom, Israeli consul general, Istanbul;Turkish People's Liberation Army;Unknown;;1
1971;7;27;27.7.1971;Turkey;Izmir;Selcuk;37.950322;27.373266;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Bank;RYF;Explosives/Bombs/Dynamite;Explosive;
1971;10;11;11.10.1971;Turkey;Istanbul;Istanbul;41.011915;28.972531;;;0;1;0;Bombing/Explosion;Government (Diplomatic);Diplomatic Personnel (outside of embassy, consulate);Auto, US consulate Car;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1971;11;4;4.11.1971;Turkey;Izmir;Izmir;38.419723;27.133235;;;0;0;0;Hostage Taking (Kidnapping);Business;Retail/Grocery/Bakery;wealthy jeweler;Unknown;Unknown;;0
1971;12;29;29.12.1971;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Government (Diplomatic);Embassy/Consulate;Israeli Embassy;Unknown;Explosives/Bombs/Dynamite;Explosive;
1972;1;17;17.1.1972;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;0;0;Bombing/Explosion;Government (General);Government Building/Facility/Office;civil engineers facility;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1972;3;26;26.3.1972;Turkey;Ordu;Unye;41.127098;37.287124;;;0;1;0;Hostage Taking (Kidnapping);Military;NATO;NATO Radar technicians;Turkish People's Liberation Army;Unknown;;3
1972;5;2;2.5.1972;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Private Citizens & Property;Vehicles/Transportation;six autos;Unknown;Explosives/Bombs/Dynamite;Explosive;
1972;5;2;2.5.1972;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Private Citizens & Property;Public Area (garden, parking lot, garage, beach, public building, camp);three buildings;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1972;5;3;3.5.1972;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Government (General);Government Building/Facility/Office;U.S. Civil Engineer Facility;Unknown;Explosives/Bombs/Dynamite;Explosives;
1972;5;3;3.5.1972;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Hijacking;Airports & Aircraft;Aircraft (not at an airport);DC-9;Turkish Leftists;Unknown;"Grenades; Firearm";0
1972;5;4;4.5.1972;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;0;0;Assassination;Military;Military Personnel (soldiers, troops, officers, forces);General Officer;Unknown;Firearms;Pistol;0
1972;5;7;7.5.1972;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Business;.;commercial establishments;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1972;10;22;22.10.1972;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Hijacking;Airports & Aircraft;Aircraft (not at an airport);B-707;Unknown;Unknown;;0
1974;10;30;30.10.1974;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;0;0;Assassination;Military;Military Personnel (soldiers, troops, officers, forces);unk, Sergeant assigned DAO;Turkish People's Liberation Army;Firearms;Automatic firearm;0
1975;3;10;10.3.1975;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Government (Diplomatic);Embassy/Consulate;U.S. Consulate;Mahir Cayan Suicide Group;Explosives/Bombs/Dynamite;Explosive;0
1975;5;22;22.5.1975;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Military;Military Barracks/Base/Headquarters/Checkpost;U.S. Turkish Supply Depot;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1975;5;23;23.5.1975;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Military;Military Transportation/Vehicle (excluding convoys);U.S. Army truck;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1975;9;24;24.9.1975;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Military;Military Barracks/Base/Headquarters/Checkpost;U.S. military hotel;Unknown;Explosives/Bombs/Dynamite;Explosive;
1975;9;25;25.9.1975;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Government (Diplomatic);Embassy/Consulate;Spanish Embassy;International Revolutionary Action Group (GARI);Explosives/Bombs/Dynamite;Explosive;0
1975;10;11;11.10.1975;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Military;Military Barracks/Base/Headquarters/Checkpost;U.S. Base Civil Engineer Detachment Building;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1975;10;11;11.10.1975;Turkey;Ankara;Ankara;39.918392;32.865597;;;0;1;0;Bombing/Explosion;Military;Military Barracks/Base/Headquarters/Checkpost;U.S. Ankara Officers Club;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1975;10;28;28.10.1975;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Government (Diplomatic);Embassy/Consulate;Turkish-Iranian Associatin;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1975;10;28;28.10.1975;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Government (Diplomatic);Embassy/Consulate;British Consulate;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1975;10;28;28.10.1975;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Government (Diplomatic);Embassy/Consulate;Iranian consulate;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1976;0;0;30.11.1975;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Unknown;Military;Military Transportation/Vehicle (excluding convoys);Turkish Army Vehicle;Armenian Secret Army for the Liberation of Armenia;Unknown;;
1976;0;0;30.11.1975;Turkey;Ankara;Ankara;39.920558;32.855518;;;0;1;0;Unknown;Military;Military Barracks/Base/Headquarters/Checkpost;military base;Armenian Secret Army for the Liberation of Armenia;Unknown;;
1976;1;22;22.1.1976;Turkey;Malatya;Malatya;38.348981;38.301241;;;0;1;0;Armed Assault;Police;Police Security Forces/Officers;unk, Policeman;Turkish People's Liberation Army;Firearms;"Pistols; Automatic firearm";2
1976;1;25;25.1.1976;Turkey;Izmir;Izmir;38.420675;27.134316;;;0;1;0;Bombing/Explosion;Violent Political Party;Party Office/Facility;Headquarters;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1976;1;28;28.1.1976;Turkey;Ankara;Ankara;39.920558;32.855518;;;0;1;0;Bombing/Explosion;Government (General);Government Building/Facility/Office;U.S. Government Truck;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;
1976;2;0;31.1.1976;Turkey;Unknown;Unknown;;;;;0;1;0;Bombing/Explosion;Tourists;Tour Bus/Van;tourist coach;Armenian Secret Army for the Liberation of Armenia;Explosives/Bombs/Dynamite;Bomb;
1976;2;19;19.2.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Bank;Unknown;Explosives/Bombs/Dynamite;Explosive;
1976;2;19;19.2.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Private Citizens & Property;House/Apartment/Residence;apartment;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;
1976;2;19;19.2.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Police;Police Building (headquarters, station, school);Police Station;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;
1976;3;27;27.3.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Military;Military Personnel (soldiers, troops, officers, forces);U.S. Military Personnel;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1976;3;27;27.3.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Military;Military Transportation/Vehicle (excluding convoys);U.S. Air Force Vehicle;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1976;3;27;27.3.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Italian Bank;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1976;3;29;29.3.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Police;Police Building (headquarters, station, school);Police office;Unknown;Explosives/Bombs/Dynamite;Explosive;
1976;3;29;29.3.1976;Turkey;Ankara;Ankara;39.920558;32.855518;;;0;1;0;Bombing/Explosion;Government (General);Government Building/Facility/Office;Government Building;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1976;3;29;29.3.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Government (General);Government Building/Facility/Office;Government Building;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1976;3;29;29.3.1976;Turkey;Ankara;Ankara;39.920558;32.855518;;;0;1;0;Bombing/Explosion;Police;Police Building (headquarters, station, school);Police Office;Unknown;Explosives/Bombs/Dynamite;Explosive;
1976;3;30;30.3.1976;Turkey;Ankara;Ankara;39.920558;32.855518;;;0;1;0;Bombing/Explosion;Police;Police Security Forces/Officers;residence, Chief of Secret Service;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;
1976;3;30;30.3.1976;Turkey;Ankara;Ankara;39.920558;32.855518;;;0;1;0;Bombing/Explosion;Police;Police Security Forces/Officers;residence, Chief of Jandarma;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;
1976;3;31;31.3.1976;Turkey;Ankara;Ankara;39.920558;32.855518;;;0;1;0;Bombing/Explosion;Airports & Aircraft;Airline Officer/Personnel;Pan Am airline ofice;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;
1976;4;8;8.4.1976;Turkey;Ankara;Ankara;39.920558;32.855518;;;0;1;0;Armed Assault;Government (General);Politician or Political Party Movement/Meeting/Rally;unk, Son;Unknown;Firearms;Pistol;1
1976;4;23;23.4.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Business;.;American Language and Trade Institute;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1976;4;23;23.4.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Airports & Aircraft;Airline Officer/Personnel;Iran Air ticket office;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1976;5;0;30.4.1976;Turkey;Izmir;Izmir;38.420675;27.134316;;;0;1;0;Armed Assault;Private Citizens & Property;Vehicles/Transportation;vehicle, U.S. citizen;Unknown;Incendiary;Incendiary;0
1976;5;6;6.5.1976;Turkey;Izmir;Izmir;38.420675;27.134316;;;0;1;0;Bombing/Explosion;Police;Police Security Forces/Officers;U.S. Consul General's residence;Unknown;Explosives/Bombs/Dynamite;Explosive;
1976;7;12;12.7.1976;Turkey;Malatya;Yesilyurt;38.311477;38.267046;;;0;1;0;Bombing/Explosion;Business;.;Apartment of U.S. firm;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1976;8;11;11.8.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Airports & Aircraft;Airport;El Al Facility, Flt 582;Popular Front for the Liberation of Palestine (PFLP);Explosives/Bombs/Dynamite;"Grenade; Automatic firearms";4
1976;9;17;17.9.1976;Turkey;Ankara;Ankara;39.920558;32.855518;;;0;1;0;Bombing/Explosion;Private Citizens & Property;Laborer (General)/Occupation Identified;Scientific lab;Unknown;Explosives/Bombs/Dynamite;Explosive;
1976;10;16;16.10.1976;Turkey;Izmir;Izmir;38.420675;27.134316;;;0;1;0;Bombing/Explosion;Military;NATO;NATO vehicle;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1976;10;16;16.10.1976;Turkey;Izmir;Izmir;38.420675;27.134316;;;0;0;0;Bombing/Explosion;Airports & Aircraft;Airline Officer/Personnel;U.S. airline office;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1976;10;17;17.10.1976;Turkey;Kirklareli;Kirklareli;41.741971;27.2231;;;0;1;0;Bombing/Explosion;Government (General);Politician or Political Party Movement/Meeting/Rally;political party office;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1976;11;6;6.11.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Airports & Aircraft;Airline Officer/Personnel;El Al Airlines office;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1976;11;6;6.11.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Business;.;Dutch business firm;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1976;11;6;6.11.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Business;.;Iranian Business Firm;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1976;11;6;6.11.1976;Turkey;Istanbul;Istanbul;41.010561;28.967632;;;0;1;0;Bombing/Explosion;Government (Diplomatic);Embassy/Consulate;Egyptian Consulate;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1976;11;8;8.11.1976;Turkey;Balikesir;Balikesir;39.649551;27.884932;;;0;1;0;Bombing/Explosion;Government (General);Politician or Political Party Movement/Meeting/Rally;political party office;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1977;1;21;21.1.1977;Turkey;Ankara;Ankara;39.922071;32.853471;;;0;1;0;Armed Assault;Business;Restaurant/Bar/Café;Coffee House;Turkish People's Liberation Front (TPLF)(THKP-C);Firearms;Automatic firearm;0
1977;1;24;24.1.1977;Turkey;Izmir;Izmir;38.419144;27.135695;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Bank;Arya;Explosives/Bombs/Dynamite;Explosive - timed;0
1977;2;16;16.2.1977;Turkey;Ankara;Ankara;39.922071;32.853471;;;0;1;0;Bombing/Explosion;Government (Diplomatic);Embassy/Consulate;USIS Office;Turkish People's Liberation Army;Explosives/Bombs/Dynamite;Explosive;0
1977;2;17;17.2.1977;Turkey;Istanbul;Istanbul;41.015059;28.940847;;;0;1;0;Bombing/Explosion;Police;Police Building (headquarters, station, school);Police Station;Unknown;Explosives/Bombs/Dynamite;Explosive;
1977;2;17;17.2.1977;Turkey;Istanbul;Istanbul;41.015059;28.940847;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;bank;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1977;2;18;18.2.1977;Turkey;Izmir;Izmir;38.419144;27.135695;;;0;1;0;Bombing/Explosion;Military;Military Barracks/Base/Headquarters/Checkpost;NCO Barracics;Unknown;Explosives/Bombs/Dynamite;Explosive;
1977;2;18;18.2.1977;Turkey;Izmir;Izmir;38.419144;27.135695;;;0;1;0;Bombing/Explosion;Government (General);Politician or Political Party Movement/Meeting/Rally;Political Party;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1977;2;18;18.2.1977;Turkey;Izmir;Izmir;38.419144;27.135695;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Bank;Unknown;Explosives/Bombs/Dynamite;Explosive;
1977;2;19;19.2.1977;Turkey;Konya;Konya;37.868792;32.484456;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Bank;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1977;2;19;19.2.1977;Turkey;Konya;Konya;37.868792;32.484456;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Bank;Unknown;Explosives/Bombs/Dynamite;Explosive;
1977;2;19;19.2.1977;Turkey;Konya;Konya;37.868792;32.484456;;;0;1;0;Bombing/Explosion;Government (General);Government Building/Facility/Office;Government Building;Unknown;Explosives/Bombs/Dynamite;Explosive;
1977;2;20;20.2.1977;Turkey;Ankara;Ankara;39.922071;32.853471;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Bank;Unknown;Explosives/Bombs/Dynamite;Explosive;
1977;2;28;28.2.1977;Turkey;Ankara;Ankara;39.922071;32.853471;;;0;1;0;Bombing/Explosion;Government (General);Politician or Political Party Movement/Meeting/Rally;Political Party Building;Unknown;Explosives/Bombs/Dynamite;Explosive;0
1977;3;2;2.3.1977;Turkey;Adana;Adana;37.001163;35.331687;;;0;1;0;Armed Assault;Government (General);Politician or Political Party Movement/Meeting/Rally;House, Justice Party Official;Unknown;Firearms;Automatic firearm;0
1977;3;3;3.3.1977;Turkey;Ankara;Ankara;39.962373;32.874206;;;0;1;0;Bombing/Explosion;Business;Restaurant/Bar/Café;Coffeehouse;Unknown;Explosives/Bombs/Dynamite;Explosive;
1977;3;3;3.3.1977;Turkey;Osmaniye;Kadirli;37.367423;36.110578;;;0;1;0;Bombing/Explosion;Business;Bank/Commerce;Bank;Unknown;Explosives/Bombs/Dynamite;"Explosive; Bomb - timed";1
